what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1584916748367
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1584916748368
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1584916748368
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1584916748369
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1584916748369
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1584916748369
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1584916748369
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1584916748369
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1584916748370
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1584916748370
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1584916748370
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1584916748371
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1584916748371
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1584916748371
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1584916748372
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1584916748372
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1584916748372
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1584916748373
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1584916748373
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1584916748373
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1584916748374
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1584916748374
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1584916748374
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1584916748375
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1584916748375
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1584916748376
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1584916748376
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1584916748376
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1584916748377
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1584916748377
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1584916748377
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1584916748377
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1584916748378
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1584916748378
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1584916748378
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1584916748379
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1584916748379
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1584916748379
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1584916748380
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1584916748380
started,bundle,com.altera.sbtgui.integration,13.0.0.156,"com.altera.sbtgui.integration",1584916748380
started,bundle,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch",1584916748381
started,bundle,com.altera.sbtgui.project,13.0.0.156,"com.altera.sbtgui.project",1584916748381
started,bundle,com.altera.sbtgui.ui,13.0.0.156,"com.altera.sbtgui.ui",1584916748381
started,bundle,com.altera.systemconsole,13.0.0.156,"com.altera.systemconsole",1584916748381
started,bundle,com.altera.systemconsole.designs.plugin,13.0.0.156,"com.altera.systemconsole.designs.plugin",1584916748381
started,bundle,com.altera.utilities,13.0.0.156,"com.altera.utilities",1584916748382
os,sysinfo,,,"win32",1584916748383
arch,sysinfo,,,"x86",1584916748383
ws,sysinfo,,,"win32",1584916748383
locale,sysinfo,,,"en_NZ",1584916748383
processors,sysinfo,,,"6",1584916748383
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1584916748383
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1584916748383
java.specification.name,sysinfo,,,"Java Platform API Specification",1584916748383
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1584916748383
java.specification.version,sysinfo,,,"1.6",1584916748383
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1584916748383
java.version,sysinfo,,,"1.6.0_23",1584916748383
java.vm.info,sysinfo,,,"mixed mode",1584916748383
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1584916748383
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1584916748383
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1584916748383
java.vm.specification.version,sysinfo,,,"1.0",1584916748383
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1584916748383
java.vm.version,sysinfo,,,"19.0-b09",1584916748383
started,bundle,com.altera.sbtgui.core,13.0.0.156,"com.altera.sbtgui.core",1584916751592
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1584916751994
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1584916752071
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1584916752074
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1584916752075
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1584916752076
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584916752273
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1584916797755
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1584916804045
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1584916804068
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1584916804818
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1584916805459
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584916811089
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1584916817866
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1584916817868
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584916822460
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584916827012
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584916829471
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584916831750
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584916834965
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584916835121
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1584916835365
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584916839784
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584916846574
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1584916846821
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1584916847075
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1584916851186
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1584916864859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584916871763
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584916882646
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584916883196
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584916886704
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1584916954671
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1584916954673
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584916956417
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1584916973506
started,bundle,com.altera.debug.cdi.gdb.plugin,13.0.0.156,"com.altera.debug.cdi.gdb.plugin",1584916977269
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917010940
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917024092
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1584917033043
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1584917041303
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917053768
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917055918
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917091292
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917106285
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917116323
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917116337
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917119850
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917123959
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917163116
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917165388
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917284333
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584917287526
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584917287646
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917288419
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917299749
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1584917299770
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917304499
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917311257
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1584917311263
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1584917311263
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917312478
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917321859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917325434
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917343510
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917343541
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917347128
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917347783
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917354334
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1584917354336
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917355724
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917357567
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917358145
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917361678
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917362452
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917374476
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1584917374488
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584917374679
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584917374788
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917376715
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917384749
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1584917384768
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584917392927
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1584917393606
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1584917393857
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1584917395485
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1584917397306
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917399220
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1584917402661
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917402686
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917403277
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917406718
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1584917420220
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1584917430761
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917433413
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917451026
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1584917451033
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584917459597
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1584917464460
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584917464588
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584917469111
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584917471819
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584917474293
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1584917478386
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917482055
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917483903
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1584917483910
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1584917483910
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584917484595
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584917489137
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584917493506
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1584917498954
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917502133
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917504186
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1584917504194
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1584917504194
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584917504200
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1584917504231
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917504287
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917505298
opened,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1584917511198
activated,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1584917511340
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1584917514513
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917514782
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917515945
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917520740
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1584917520760
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917523688
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1584917524639
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917526391
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917528701
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917529044
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917532492
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917541672
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917564442
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917564812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917567206
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584917567321
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1584917567448
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1584917567449
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.0.0.156,"com.altera.debug.cdi.gdb.plugin",1584917567449
stopped,bundle,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch",1584917567449
stopped,bundle,com.altera.sbtgui.ui,13.0.0.156,"com.altera.sbtgui.ui",1584917567449
stopped,bundle,com.altera.sbtgui.project,13.0.0.156,"com.altera.sbtgui.project",1584917567449
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1584917567449
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1584917567449
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1584917567449
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1584917567449
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1584917567450
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1584917567451
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1584917567451
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1584917567452
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1584917567452
stopped,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1584917567452
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201202111925,"org.eclipse.cdt.gdb.ui",1584917567453
stopped,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1584917567453
